Date,Price,Volume
2017-08-14,5.41,2131500
2017-08-16,5.62,2428500
2017-08-17,5.9,2131500
2017-08-18,5.8,2236500
2017-08-21,5.81,2131500
2017-08-22,5.75,2131500
2017-08-24,5.98,2131500
2017-08-25,5.93,2236500
2017-08-29,6.07,2131500
2017-08-30,6.02,2428500
2017-08-31,5.91,2131500
2017-09-01,5.88,4473000
2017-09-04,5.8,4261500
2017-09-05,6.04,4261500
2017-09-08,6.9,4473000
2017-09-11,6.8,5329500
2017-09-12,6.65,5329500
2017-09-13,6.95,4857000
2017-09-14,7.42,5329500
2017-09-15,6.96,4473000
2017-09-18,6.85,5319000
2017-09-19,6.95,4261500
2017-09-21,6.68,4261500
2017-09-22,6.5,4473000
2017-09-25,6.8,4261500
2017-09-26,6.97,4261500
2017-09-27,6.75,4857000
2017-09-28,6.83,4261500
2017-09-29,7.09,4473000
2017-10-02,7.0,4261500
2017-10-05,6.92,4261500
2017-10-06,6.77,4473000
2017-10-09,6.92,4261500
2017-10-10,6.9,4261500
2017-10-11,7.4,4857000
2017-10-12,7.37,4261500
2017-10-13,7.3,4473000
2017-10-16,7.25,4261500
2017-10-17,7.45,4261500
2017-10-19,7.86,4261500
2017-10-20,7.56,4473000
2017-10-23,7.43,4261500
2017-10-24,7.41,4261500
2017-10-25,7.41,4857000
2017-10-26,7.46,4261500
2017-10-27,7.25,4473000
2017-10-30,7.15,4261500
2017-10-31,7.11,4261500
2017-11-02,7.52,4261500
2017-11-06,7.91,4261500
2017-11-07,7.89,4261500
2017-11-08,7.62,4857000
2017-11-09,7.79,4261500
2017-11-10,7.35,5591500
2017-11-13,7.26,4261500
2017-11-14,7.26,4261500
2017-11-16,7.68,4261500
2017-11-17,7.43,5591500
2017-11-20,7.32,4261500
2017-11-21,7.51,4261500
2017-11-22,7.46,4857000
2017-11-23,7.37,4261500
2017-11-24,7.7,5591000
2017-11-27,7.69,4261500
2017-11-28,7.59,4261500
2017-11-30,7.6,4261500
2017-12-01,7.5,5591000
2017-12-04,7.63,4261500
2017-12-05,7.49,4261500
2017-12-06,7.38,4855000
2017-12-07,7.23,4261500
2017-12-08,7.24,4473000
2017-12-11,7.1,4261500
2017-12-12,7.37,4261500
2017-12-14,6.96,4273000
2017-12-15,7.07,4481000
2018-01-08,7.83,4213000
2018-01-09,7.68,4213000
2018-01-11,7.89,4213000
2018-01-12,7.79,4360000
2018-01-15,7.72,4213000
2018-01-16,7.77,4213000
2018-01-17,7.99,3547000
2018-01-18,8.26,4213000
2018-01-19,8.6,4360000
2018-01-22,8.7,4213000
2018-01-23,8.88,4213000
2018-01-25,9.34,4213000
2018-01-26,9.02,4360000
2018-01-29,9.06,4213000
2018-01-30,8.86,4213000
2018-01-31,8.78,3547000
2018-02-01,9.37,4213000
2018-02-02,9.04,4360000
2018-02-05,8.66,4213000
2018-02-06,8.84,4213000
2018-02-08,8.93,4213000
2018-02-09,8.97,4360000
2018-02-12,9.08,4213000
2018-02-13,9.53,4213000
2018-02-14,9.88,3547000
2018-02-15,9.64,4213000
2018-02-16,9.53,4360000
2018-02-19,9.58,4213000
2018-02-20,9.7,4213000
2018-02-22,9.56,4213000
2018-02-23,9.68,4360000
2018-02-26,9.56,4213000
2018-02-27,9.54,4213000
2018-02-28,9.99,3547000
2018-03-01,9.92,4213000
2018-03-02,9.89,4360000
2018-03-05,10.05,4213000
2018-03-06,10.28,4213000
2018-03-08,10.77,4213000
2018-03-09,11.1,4360000
2018-03-12,11.32,4213000
2018-03-13,11.03,4213000
2018-03-14,11.25,3547000
2018-03-15,11.09,4213000
2018-03-16,10.97,4360000
2018-03-19,10.96,4213000
2018-03-20,11.17,4213000
2018-03-22,12.54,4213000
2018-03-23,12.37,4360000
2018-03-26,12.8,4213000
2018-03-27,13.26,4213000
2018-03-28,14.05,3547000
2018-04-03,12.9,5271500
2018-04-05,12.65,5267000
2018-04-06,12.68,4360000
2018-04-09,12.96,5264500
2018-04-10,13.1,5262000
2018-04-11,13.55,3547000
2018-04-12,13.15,4213000
2018-04-13,13.8,4360000
2018-04-16,13.84,4213000
2018-04-17,13.82,4213000
2018-04-19,13.99,4213000
2018-04-20,13.05,4360000
2018-04-23,12.75,4213000
2018-04-24,12.73,4213000
2018-04-25,13.09,3547000
2018-04-26,13.39,4213000
2018-04-27,13.28,4360000
2018-04-30,13.35,4213000
2018-05-03,12.77,4213000
2018-05-04,12.78,4360000
2018-05-08,13.51,4213000
2018-05-09,13.92,3547000
2018-05-14,14.2,4213000
2018-05-15,14.7,4213000
2018-05-17,15.05,4213000
2018-05-18,15.2,4360000
2018-05-22,15.88,4213000
2018-05-23,15.81,3547000
2018-05-24,16.23,4213000
2018-05-25,15.89,4360000
2018-05-29,16.25,4213000
2018-05-31,15.4,4213000
2018-06-01,14.9,4360000
2018-06-04,15.28,4213000
2018-06-05,16.35,4213000
2018-06-06,15.7,3547000
2018-06-07,16.14,4213000
2018-06-08,15.78,4360000
2018-06-11,15.7,4213000
2018-06-12,15.08,4213000
2018-06-14,15.44,4213000
2018-06-15,14.62,4360000
2018-06-18,14.52,4213000
2018-06-19,14.35,4213000
2018-06-20,14.43,3547000
2018-06-21,14.2,4213000
2018-06-22,14.78,4360000
2018-06-25,15.03,4213000
2018-06-26,14.86,4213000
2018-06-28,15.22,4213000
2018-06-29,14.85,4360000
2018-07-02,14.95,4213000
2018-07-03,15.15,4213000
2018-07-04,15.35,3547000
2018-07-05,15.4,4213000
2018-07-06,15.55,4360000
2018-07-09,15.85,4213000
2018-07-10,16.15,4213000
2018-07-12,16.22,4213000
2018-07-13,15.8,4360000
2018-07-16,16.14,4213000
2018-07-17,15.87,4213000
2018-07-18,16.17,3547000
2018-07-19,16.46,4213000
2018-07-20,16.9,4360000
2018-07-23,17.2,4213000
2018-07-24,17.45,4213000
2018-07-26,16.99,4213000
2018-07-27,16.91,4360000
2018-07-30,16.9,4213000
2018-07-31,16.87,4213000
2018-08-01,17.38,1773500
2018-08-02,17.58,2104000
2018-08-03,17.62,2180000
2018-08-06,17.62,2104000
2018-08-07,17.47,2104000
2018-08-09,17.47,2104000
2018-08-10,17.72,2180000
2018-08-13,17.93,2104000
2018-08-14,18.03,2104000
2018-08-16,18.0,2104000
2018-08-17,18.1,2180000
2018-08-20,18.2,2104000
2018-08-21,18.55,2104000
2018-08-23,20.05,2104000
2018-08-24,20.55,2180000
2018-08-28,21.3,2104000
2018-08-29,20.9,1773500
2018-08-30,21.09,2104000
2018-08-31,21.11,2180000
2018-09-03,20.45,4213000
2018-09-04,20.5,4213000
2018-09-07,22.51,4360000
2018-09-10,24.85,4213000
2018-09-11,24.15,4213000
2018-09-12,23.55,3547000
2018-09-13,21.9,4213000
2018-09-14,19.51,4360000
2018-09-17,20.6,4213000
2018-09-18,20.75,4213000
2018-09-20,21.8,4213000
2018-09-24,22.39,4213000
2018-09-25,21.9,4213000
2018-09-26,20.4,3547000
2018-09-27,19.87,4213000
2018-09-28,20.3,5450000
2018-10-01,20.7,4213000
2018-10-02,21.45,4213000
2018-10-04,21.15,4213000
2018-10-05,21.14,5450000
2018-10-08,22.09,4213000
2018-10-09,21.32,4213000
2018-10-10,20.7,3547000
2018-10-11,18.57,4213000
2018-10-12,19.95,5450000
2018-10-15,20.03,4213000
2018-10-16,17.9,4213000
2018-10-18,18.53,4213000
2018-10-19,19.17,5450000
2018-10-22,19.1,4213000
2018-10-23,18.5,4213000
2018-10-24,19.1,3547000
2018-10-25,18.72,4213000
2018-10-26,18.98,4360000
2018-10-29,17.91,4213000
2018-10-30,16.87,4213000
2018-11-01,15.85,4213000
2018-11-02,16.15,4360000
2018-11-05,16.4,4213000
2018-11-06,16.99,4213000
2018-11-07,18.25,3547000
2018-11-08,19.56,4213000
2018-11-09,19.25,4360000
2018-11-12,20.01,4213000
2018-11-13,19.76,4213000
2018-11-15,18.46,4213000
2018-11-19,18.43,4213000
2018-11-20,19.4,4213000
2018-11-21,19.84,3547000
2018-11-22,20.3,4213000
2018-11-26,19.71,4213000
2018-11-27,19.77,4213000
2018-11-29,19.35,4213000
2018-12-03,20.52,4213000
2018-12-04,20.35,4213000
2018-12-05,20.21,3543000
2018-12-06,18.55,4213000
2018-12-10,19.77,4213000
2018-12-11,20.77,4213000
2018-12-13,21.88,4213000
2018-12-17,23.4,4148000
2019-01-07,23.01,2495000
2019-01-08,22.4,2495000
2019-01-10,21.4,2495000
2019-01-14,21.95,2495000
2019-01-15,22.55,2495000
2019-01-16,22.72,4428500
2019-01-17,23.55,2495000
2019-01-21,24.22,2495000
2019-01-22,24.42,2495000
2019-01-24,24.6,2495000
2019-01-28,23.01,2495000
2019-01-29,22.43,2495000
2019-01-30,22.91,4428500
2019-01-31,22.3,2495000
2019-02-01,21.38,3209000
2019-02-04,21.38,2495000
2019-02-05,22.93,2495000
2019-02-07,23.8,2495000
2019-02-08,23.28,3209000
2019-02-11,21.8,2495000
2019-02-12,21.71,2495000
2019-02-13,20.01,4428500
2019-02-14,20.86,2495000
2019-02-15,19.99,3209000
2019-02-18,20.14,2495000
2019-02-19,20.26,2495000
2019-02-21,19.85,2495000
2019-02-22,18.35,3209000
2019-02-25,18.62,2495000
2019-02-26,19.6,2495000
2019-02-27,20.31,4428500
2019-02-28,20.9,2495000
2019-03-01,21.31,3209000
2019-03-04,22.12,2495000
2019-03-05,22.86,2495000
2019-03-07,22.03,2495000
2019-03-08,22.88,3209000
2019-03-11,22.6,2495000
2019-03-12,22.48,2495000
2019-03-13,21.99,4428500
2019-03-14,22.23,2495000
2019-03-15,22.77,3209000
2019-03-18,21.5,2495000
2019-03-19,21.35,2495000
2019-03-21,21.1,2495000
2019-03-22,20.64,3209000
2019-03-25,20.6,2495000
2019-03-26,21.17,2495000
2019-03-27,21.45,4428500
2019-03-28,21.55,2495000
2019-03-29,21.83,3209000
2019-04-01,21.06,2495000
2019-04-02,21.4,2495000
2019-04-04,23.65,2495000
2019-04-05,24.17,3209000
2019-04-08,24.07,2495000
2019-04-09,25.2,2495000
2019-04-10,26.21,4428500
2019-04-11,25.88,2495000
2019-04-12,26.72,3209000
2019-04-15,27.0,2495000
2019-04-16,26.8,2495000
2019-04-18,26.92,2495000
2019-04-23,27.17,2495000
2019-04-24,27.02,4428500
2019-04-25,27.46,2495000
2019-04-26,26.79,3209000
2019-04-29,25.81,2495000
2019-04-30,25.85,2495000
2019-05-02,25.04,2495000
2019-05-03,24.32,3209000
2019-05-07,25.65,2495000
2019-05-08,25.82,4428500
2019-05-09,26.81,2495000
2019-05-10,26.35,3209000
2019-05-13,25.25,2495000
2019-05-14,25.03,2495000
2019-05-16,25.81,2495000
2019-05-17,25.01,3209000
2019-05-20,24.91,2495000
2019-05-21,25.01,2495000
2019-05-22,25.4,4428500
2019-05-23,26.05,2495000
2019-05-24,25.61,3209000
2019-05-28,25.3,2495000
2019-06-03,23.96,2775500
2019-06-04,23.86,2775500
2019-06-05,24.42,4428500
2019-06-06,24.07,2775500
2019-06-07,24.24,3209000
2019-06-11,25.12,2775500
2019-06-13,24.92,2775500
2019-06-14,24.67,3209000
2019-06-17,24.78,2775500
2019-06-18,24.98,2775500
2019-06-19,24.98,4428500
2019-06-20,24.86,2775500
2019-06-21,24.87,3209000
2019-06-24,25.64,2775500
2019-06-27,27.1,3469000
2019-06-28,26.4,3209000
2019-07-01,26.72,3469000
2019-07-02,27.22,3469000
2019-07-03,26.33,4428500
2019-07-04,26.22,3470500
2019-07-05,25.84,3209000
2019-07-08,26.6,2775500
2019-07-09,26.68,2775500
2019-07-11,28.5,2775500
2019-07-12,28.25,3209000
2019-07-15,29.15,2775500
2019-07-16,29.1,2775000
2019-07-17,27.97,4428500
2019-07-18,27.99,2775000
2019-07-19,28.15,3209000
2019-07-22,28.96,2775000
2019-07-23,29.05,2775000
2019-07-25,29.46,2775000
2019-07-26,28.51,3209000
2019-07-29,28.8,2775000
2019-07-30,28.18,2775000
2019-07-31,28.04,4428500
2019-08-01,28.9,1387500
2019-08-02,29.1,1604500
2019-08-05,28.82,1387500
2019-08-06,28.48,1387500
2019-08-08,28.68,1387500
2019-08-09,28.37,1604500
2019-08-12,27.7,1387500
2019-08-13,27.1,1387500
2019-08-14,27.15,2214500
2019-08-15,26.41,1387500
2019-08-16,26.12,1604500
2019-08-19,26.25,1387500
2019-08-20,26.94,1387500
2019-08-22,25.78,1387500
2019-08-23,25.33,1604500
2019-08-27,25.25,1387500
2019-08-28,26.0,2214500
2019-08-29,25.93,1505500
2019-08-30,26.8,1604500
2019-09-02,25.4,2744500
2019-09-03,24.82,2744500
2019-09-06,25.46,2834500
2019-09-09,25.01,2744500
2019-09-10,25.5,2744500
2019-09-11,26.68,4714500
2019-09-12,26.55,2744500
2019-09-13,26.22,2834500
2019-09-16,26.58,2744500
2019-09-17,26.75,2744500
2019-09-19,25.56,2744500
2019-09-20,26.17,2834500
2019-09-23,25.93,2744500
2019-09-24,25.59,2744500
2019-09-25,25.17,4714500
2019-09-26,25.21,2744500
2019-09-27,25.3,2834500
2019-09-30,25.03,2744500
2019-10-01,24.4,2744500
2019-10-03,24.03,2744500
2019-10-04,23.41,2834500
2019-10-07,22.77,2744500
2019-10-08,23.37,2744500
2019-10-09,22.16,4714500
2019-10-10,22.83,2744500
2019-10-11,23.62,2834500
2019-10-14,23.82,2744500
2019-10-15,24.48,2744500
2019-10-17,25.96,2744500
2019-10-18,25.64,2834500
2019-10-21,25.9,2744500
2019-10-22,25.7,2744500
2019-10-23,25.09,4714500
2019-10-24,24.61,2744500
2019-10-25,24.86,2834500
2019-10-28,24.68,2744000
2019-10-29,25.4,2744000
2019-10-31,25.95,2744000
2019-11-01,25.71,2834500
2019-11-04,24.93,2744000
2019-11-05,25.8,2744000
2019-11-06,25.1,4714500
2019-11-07,24.86,2744000
2019-11-08,24.62,2834500
2019-11-11,25.21,2744000
2019-11-12,24.95,2744000
2019-11-14,24.28,2744000
2019-11-15,23.41,2834500
2019-11-18,23.41,2744000
2019-11-19,23.62,2744000
2019-11-20,23.34,4714500
2019-11-21,23.96,2744000
2019-11-22,24.32,2834500
2019-11-25,24.52,2744000
2019-11-26,24.29,2744000
2019-11-28,24.91,2744000
2019-11-29,25.03,2834500
2019-12-02,24.62,2744000
2019-12-03,24.41,2744000
2019-12-04,24.1,4717500
2019-12-05,24.5,2744000
2019-12-06,24.7,2834500
2019-12-09,24.4,2744000
2019-12-10,24.98,2744000
2019-12-12,24.62,2744000
2019-12-13,25.33,2840000
2019-12-16,24.21,3013000
2020-01-07,24.06,2717500
2020-01-09,24.01,2717500
2020-01-10,24.48,2363000
2020-01-13,24.03,2717500
2020-01-14,23.74,2717500
2020-01-15,24.2,5332000
2020-01-16,24.85,2717500
2020-01-17,25.01,2363000
2020-01-20,25.6,2717500
2020-01-21,25.1,2717500
2020-01-23,24.65,2717500
2020-01-24,24.48,2363000
2020-01-27,24.04,2717500
2020-01-28,24.55,2717500
2020-01-29,24.04,5332000
2020-01-30,23.74,2717500
2020-01-31,23.48,2363000
2020-02-03,23.2,2717500
2020-02-04,23.33,2717500
2020-02-06,23.4,2717500
2020-02-07,23.17,2363000
2020-02-10,22.91,2717500
2020-02-11,23.15,2717500
2020-02-12,23.35,5332000
2020-02-13,23.52,2717500
2020-02-14,24.27,2363000
2020-02-17,24.11,2717500
2020-02-18,24.8,2717500
2020-02-20,25.5,2717500
2020-02-21,25.15,2363000
2020-02-24,24.64,2717500
2020-02-25,24.32,2717500
2020-02-26,23.85,5332000
2020-02-27,23.8,2717500
2020-02-28,23.46,2363000
2020-03-02,23.96,2717500
2020-03-03,23.26,2717500
2020-03-05,23.9,2717500
2020-03-06,23.36,2363000
2020-03-09,22.65,2717500
2020-03-10,23.76,2717500
2020-03-11,23.63,5332000
2020-03-12,22.85,2717500
2020-03-13,22.78,2363000
2020-03-16,20.64,2717500
2020-03-19,16.03,3396500
2020-03-20,16.35,2363000
2020-03-23,14.6,3396500
2020-03-24,16.25,3396500
2020-03-25,16.95,5332000
2020-03-26,16.3,3398000
2020-03-27,16.55,2363000
2020-03-30,16.32,2717500
2020-03-31,17.4,2717500
2020-04-02,17.52,2717500
2020-04-03,17.9,2363000
2020-04-06,18.36,2717500
2020-04-07,21.11,2717500
2020-04-08,20.07,5332000
2020-04-09,21.4,2717500
2020-04-14,20.17,2717500
2020-04-16,20.1,2717500
2020-04-17,21.87,2363000
2020-04-20,21.24,2717000
2020-04-21,20.4,2717000
2020-04-22,19.75,5332000
2020-04-23,20.24,2717000
2020-04-24,20.49,2363000
2020-04-27,20.4,2717000
2020-04-28,19.99,2717000
2020-04-30,19.97,2717000
2020-05-05,19.01,2717000
2020-05-06,18.85,5332000
2020-05-07,19.0,2717000
2020-05-08,19.38,2363000
2020-05-11,18.81,2717000
2020-05-12,18.72,2717000
2020-05-14,18.37,2717000
2020-05-15,19.02,2363000
2020-05-18,19.3,2717000
2020-05-19,20.02,2717000
2020-05-20,20.11,5332000
2020-05-26,21.45,2717000
2020-05-28,20.95,2717000
2020-05-29,21.7,2363000
2020-06-02,21.15,2717000
2020-06-03,21.98,5332000
2020-06-04,21.77,2717000
2020-06-05,22.5,2363000
2020-06-08,22.66,2717000
2020-06-09,22.3,2717000
2020-06-11,22.2,2717000
2020-06-12,22.15,2363000
2020-06-15,21.8,2717000
2020-06-16,22.87,2717000
2020-06-17,22.81,5332000
2020-06-18,23.63,2717000
2020-06-19,24.18,2363000
2020-06-22,24.15,2717000
2020-06-23,24.85,2717000
2020-06-25,25.15,2717000
2020-06-26,24.9,2363000
2020-06-29,24.74,2717000
2020-06-30,25.99,2717000
2020-07-01,26.88,5332000
2020-07-02,27.25,2717000
2020-07-03,27.0,2363000
2020-07-06,28.86,2717000
2020-07-07,29.34,2717000
2020-07-09,28.48,2717000
2020-07-10,27.66,2363000
2020-07-13,30.04,2717000
2020-07-14,29.2,2717000
2020-07-15,29.81,5332000
2020-07-16,28.13,3594000
2020-07-17,26.85,2363000
2020-07-20,26.85,3594000
2020-07-21,26.34,3594000
2020-07-23,26.76,3594000
2020-07-24,26.57,2363000
2020-07-27,25.53,3594000
2020-07-28,25.03,3594000
2020-07-29,25.96,5332000
2020-07-30,25.34,3594000
2020-07-31,26.3,2363000
2020-08-03,25.81,1797000
2020-08-04,25.95,1797000
2020-08-06,26.95,1797000
2020-08-07,26.16,1181500
2020-08-10,26.92,1797000
2020-08-11,26.71,1797000
2020-08-12,25.55,2666000
2020-08-13,25.94,1797000
2020-08-14,25.25,1181500
2020-08-17,25.42,1797000
2020-08-18,26.05,1797000
2020-08-20,25.7,1797000
2020-08-21,25.36,1181500
2020-08-24,26.6,1797000
2020-08-25,27.33,1797000
2020-08-26,28.42,2668500
2020-08-27,28.03,1901000
2020-08-28,29.5,1187000
2020-09-01,28.28,3952000
2020-09-04,28.8,2593000
2020-09-07,26.9,3952000
2020-09-08,27.25,3952000
2020-09-09,26.45,6398500
2020-09-10,27.46,3952000
2020-09-11,28.05,2593000
2020-09-14,28.66,3952000
2020-09-15,29.99,3952000
2020-09-17,29.1,3952000
2020-09-18,28.36,2593000
2020-09-21,27.12,3952000
2020-09-22,26.75,3952000
2020-09-23,27.31,6398500
2020-09-24,26.28,3952000
2020-09-25,26.2,2593000
2020-09-28,26.28,3952000
2020-09-29,27.09,3952000
2020-10-01,26.41,3952000
2020-10-02,26.11,2593000
2020-10-05,26.79,3952000
2020-10-06,26.68,3952000
2020-10-07,27.43,6398500
2020-10-08,26.4,3952000
2020-10-09,26.0,2593000
2020-10-12,25.54,3952000
2020-10-13,25.3,3952000
2020-10-15,25.15,3952000
2020-10-16,25.46,2593000
2020-10-19,24.85,3952000
2020-10-20,24.44,3952000
2020-10-21,23.96,6398500
2020-10-22,23.6,3952000
2020-10-23,24.92,2593000
2020-10-26,24.33,3952000
2020-10-27,23.55,3952000
2020-10-29,23.07,3951500
2020-10-30,23.45,2593000
2020-11-02,23.02,3951500
2020-11-03,24.4,3951500
2020-11-04,23.99,6398500
2020-11-05,25.55,3951500
2020-11-06,25.2,2593000
2020-11-09,25.41,3951500
2020-11-10,26.47,3951500
2020-11-12,25.9,3951500
2020-11-13,26.31,2593000
2020-11-16,26.67,3951500
2020-11-17,27.12,3951500
2020-11-18,27.42,6398500
2020-11-19,26.72,3951500
2020-11-20,26.8,2593000
2020-11-23,27.25,3951500
2020-11-24,26.97,3951500
2020-11-26,27.77,3951500
2020-11-27,28.23,2593000
2020-11-30,28.82,3951500
2020-12-01,29.24,3951500
2020-12-02,28.9,6398500
2020-12-03,29.1,3951500
2020-12-04,30.0,2593000
2020-12-07,29.49,3951500
2020-12-08,29.69,3951500
2020-12-10,30.04,3951500
2020-12-11,30.45,2598500
2020-12-14,30.92,3959500
2021-01-29,33.51,2651000
2021-02-01,32.66,3288500
2021-02-02,33.2,3288500
2021-02-03,38.0,2575000
2021-02-04,36.51,3288500
2021-02-05,37.61,2651000
2021-02-08,38.62,3288500
2021-02-09,37.58,3288500
2021-02-10,37.7,2575000
2021-02-11,39.62,3288500
2021-02-12,37.8,2651000
2021-02-15,39.82,3288500
2021-02-16,40.19,3288500
2021-02-17,38.42,2575000
2021-02-18,38.01,3288500
2021-02-19,38.36,2651000
2021-02-22,36.84,3288500
2021-02-23,37.5,3288500
2021-02-24,38.42,2575000
2021-02-25,38.88,3288500
2021-02-26,37.51,2651000
2021-03-01,37.66,3288500
2021-03-02,37.25,3288500
2021-03-03,37.56,2575000
2021-03-04,36.9,3288500
2021-03-05,38.08,2651000
2021-03-08,38.41,3288500
2021-03-09,39.4,3288500
2021-03-10,41.0,2575000
2021-03-11,40.92,3288500
2021-03-12,41.52,2651000
2021-03-15,42.84,3288500
2021-03-16,41.92,3288500
2021-03-17,41.52,2575000
2021-03-18,43.35,3288500
2021-03-19,41.91,2651000
2021-03-22,41.8,3288500
2021-03-23,41.77,3288500
2021-03-24,40.94,2575000
2021-03-25,40.69,3290000
2021-03-26,40.86,2651000
2021-03-29,40.71,3288500
2021-03-30,42.25,3288500
2021-03-31,42.26,2575000
2021-04-01,42.04,3288500
2021-04-06,43.05,3288500
2021-04-07,43.63,2575000
2021-04-08,43.45,3288500
2021-04-09,43.18,2651000
2021-04-12,43.86,3288500
2021-04-13,44.1,3288500
2021-04-14,43.9,2575000
2021-04-15,43.99,3288500
2021-04-16,44.5,2651000
2021-04-19,44.66,3288500
2021-04-20,44.2,3288500
2021-04-21,44.85,2575000
2021-04-22,46.6,3288500
2021-04-23,46.41,2651000
2021-04-26,47.24,3288500
2021-04-27,46.55,3288500
2021-04-28,48.0,2575000
2021-04-29,47.25,3288500
2021-04-30,47.68,2651000
2021-05-04,49.33,3288500
2021-05-05,48.62,2575000
2021-05-06,49.45,3288500
2021-05-07,49.46,2651000
2021-05-10,51.81,3288500
2021-05-11,51.59,3288500
2021-05-12,53.95,2575000
2021-05-17,55.57,3288500
2021-05-18,55.53,3288500
2021-05-19,52.12,2575000
2021-05-20,50.84,3288500
2021-05-21,52.71,2651000
2021-05-25,53.09,3288500
2021-05-26,54.07,2575000
2021-05-27,52.11,3288500
2021-05-28,51.08,2651000
2021-06-01,52.58,3288500
2021-06-02,51.5,2575000
2021-06-03,51.9,3288500
2021-06-04,49.55,2651000
2021-06-07,48.56,3288500
2021-06-08,52.03,3288500
2021-06-09,53.7,2575000
2021-06-10,53.3,3288500
2021-06-11,53.12,2651000
2021-06-14,53.6,3288500
2021-06-15,51.18,3288500
2021-06-16,50.83,2575000
2021-06-17,50.84,3288500
2021-06-18,51.51,2651000
2021-06-21,52.09,3288500
2021-06-22,52.97,3288500
2021-06-23,53.62,2575000
2021-06-24,54.85,3288500
2021-06-25,55.69,2651000
2021-06-28,55.06,3288500
2021-06-29,55.39,3290000
2021-06-30,55.57,2575000
2021-07-01,58.01,3288500
2021-07-02,57.11,2651000
2021-07-05,57.91,3288500
2021-07-06,57.15,3288500
2021-07-07,53.98,2575000
2021-07-08,51.09,3288500
2021-07-09,53.85,2651000
2021-07-12,52.5,3288500
2021-07-13,52.44,3288500
2021-07-14,52.0,2575000
2021-07-15,52.28,3288500
2021-07-16,53.33,2651000
2021-07-19,53.55,3288500
2021-07-20,51.74,3288500
2021-07-21,51.7,2575000
2021-07-22,51.44,3288500
2021-07-23,50.13,2651000
2021-07-26,51.79,3288500
2021-07-27,52.8,3288500
2021-07-28,53.45,2575000
2021-07-29,54.02,3288500
2021-07-30,53.0,2651000
2021-08-02,54.6,1644500
2021-08-03,54.17,1644500
2021-08-04,55.0,1287500
2021-08-05,54.84,1644500
2021-08-06,56.72,1325500
2021-08-09,56.0,1644500
2021-08-10,57.1,1644500
2021-08-11,56.69,1287500
2021-08-12,57.36,1644500
2021-08-13,55.6,1325500
2021-08-16,57.18,1644500
2021-08-17,57.4,1644500
2021-08-18,57.7,1287500
2021-08-19,55.81,1644500
2021-08-20,54.4,1325500
2021-08-23,55.95,1644500
2021-08-24,55.72,1644500
2021-08-25,56.63,1300500
2021-08-26,55.61,1644500
2021-08-27,57.51,1328500
2021-08-31,60.11,1759500
2021-09-01,61.29,2066500
2021-09-03,61.25,1805000
2021-09-06,62.87,2515500
2021-09-07,61.71,2515500
2021-09-08,61.93,2066500
2021-09-09,61.98,2515500
2021-09-10,61.85,1805000
2021-09-13,61.91,2515500
2021-09-14,61.51,2515500
2021-09-15,60.32,2066500
2021-09-16,59.89,2515500
2021-09-17,59.6,1805000
2021-09-20,58.56,2524000
2021-09-21,60.31,2515500
2021-09-22,60.02,2066500
2021-09-23,59.45,2515500
2021-09-24,61.24,1805000
2021-09-27,64.0,2515500
2021-09-28,65.0,2515500
2021-09-29,61.83,2066500
2021-09-30,61.37,2515500
2021-10-01,62.04,1805000
2021-10-04,63.56,2515500
2021-10-05,63.66,2515500
2021-10-06,61.36,2066500
2021-10-07,58.99,2515500
2021-10-08,59.92,1805000
2021-10-11,59.33,2515500
2021-10-12,58.86,2515500
2021-10-13,59.63,2066500
2021-10-14,59.43,2515500
2021-10-15,61.01,1805000
2021-10-18,58.85,2515500
2021-10-19,57.58,2515500
2021-10-20,56.0,2066500
2021-10-21,57.1,2515500
2021-10-22,59.5,1805000
2021-10-25,58.94,2515500
2021-10-26,58.96,2515500
2021-10-27,58.92,2066500
2021-10-28,58.93,2515500
2021-10-29,59.4,1805000
2021-11-01,59.98,2515500
2021-11-02,57.8,2515500
2021-11-03,59.78,2066500
2021-11-04,59.81,2515500
2021-11-05,61.05,1805000
2021-11-08,60.06,2515500
2021-11-09,60.11,2515500
2021-11-10,60.25,2066500
2021-11-11,62.31,2515500
2021-11-12,63.53,1805000
2021-11-15,64.4,2515500
2021-11-16,67.5,2515500
2021-11-17,67.14,2066500
2021-11-18,66.51,2515500
2021-11-19,69.21,1805000
2021-11-22,69.7,2515500
2021-11-23,69.88,2515500
2021-11-24,69.51,2066500
2021-11-25,72.15,2515500
2021-11-26,71.95,1805000
2021-11-29,74.48,2515500
2021-11-30,74.82,2515500
2021-12-01,76.38,2066500
2021-12-02,77.1,2515500
2021-12-03,78.76,1805000
2021-12-06,80.0,2515500
2021-12-07,82.87,2515500
2021-12-08,87.45,2066500
2021-12-09,84.93,2515500
2021-12-10,79.83,1805000
2021-12-13,85.0,2515500
2021-12-14,79.99,2515500
2021-12-15,79.29,2074000
2021-12-16,80.5,2515500
2021-12-17,82.25,1807500
2021-12-20,74.57,2542500
2022-01-10,82.71,2449000
2022-01-11,81.9,2449000
2022-01-13,79.05,2449000
2022-01-14,81.52,1944000
2022-01-17,80.21,2449000
2022-01-18,79.22,2449000
2022-01-19,80.7,2658000
2022-01-20,80.8,2449000
2022-01-21,84.03,1944000
2022-01-24,85.75,2449000
2022-01-25,84.48,2449000
2022-01-27,88.51,2449000
2022-01-28,89.25,1944000
